band	Species	sex	Time period	year	Early v Late	weight	wing	tarsus	bill length	bill depth	bill width	PC1 body	PC1 beak	PC2 beak
14732	fortis	female	2	1989	Early	16.95	67	18.75	10.9	9.25	8.75	-0.457083299	0.244075477	-0.560508245
14745	fortis	male	2	1989	Early	18.2	67	20.4	11.5	10	9.6	0.682383444	1.788078725	-0.946682065
14749	fortis	female	2	1989	Early	15.63	63.34	19	10.04	8.92	8.18	-1.286730536	-0.792961603	-0.622601833
14751	fortis	male	2	1989	Early	17.1	68	20	11.2	9.7	9.2	0.401736752	1.096233219	-0.795970703
14766	fortis	male	2	1989	Early	16.17	66.67	18.77	10.77	9.47	8.4	-0.685284346	0.039805318	-0.550187971
14797	fortis	male	2	1989	Early	15.5	67.7	19.03	10.37	8.8	8.37	-0.520881713	-0.607822455	-0.485461309
14808	fortis	male	2	1989	Early	16.1	69	19.3	11.6	8.9	8.8	-0.010783916	0.229773602	-0.059338483
14816	fortis	male	2	1989	Early	16.4	69	18.7	10.7	9.7	8.7	-0.251522986	0.477531494	-0.827288746
14818	fortis	female	2	1989	Early	16	68	19.2	11	10	9	-0.264381904	1.0744228	-0.929330369
14820	fortis	female	2	1989	Early	17.8	67	19.3	11.8	9.8	9	0.022444104	1.154265103	-0.409308612
14822	fortis	female	2	1989	Early	14.7	65	18.7	10	8.3	7.8	-1.358519928	-1.631687251	-0.209909766
14851	fortis	male	2	1989	Early	17.7	69	19.4	11.4	10.3	9.9	0.408985815	2.269825456	-1.268457083
14874	fortis	male	2	1989	Early	16.8	68	17.5	9.9	9.4	8.8	-0.957980376	0.116526275	-1.194592828
14880	fortis	female	2	1989	Early	14.63	65.34	19.1	9.84	8.72	8.38	-1.107268763	-0.811072336	-0.749253045
14889	fortis	female	2	1989	Early	16.35	66.5	19.2	11.8	9.8	8.65	-0.452293048	0.821925398	-0.238964522
14900	fortis	male	2	1989	Early	15.65	70.5	19.5	11	9.45	8.55	0.257373584	0.233400065	-0.488790382
14915	fortis	female	2	1989	Early	16.8	68	19	11	9	8.5	-0.183566087	-0.152582441	-0.283206839
14921	fortis	female	2	1989	Early	16.8	66	18.4	11.3	9.2	9	-0.851254777	0.558993843	-0.442310459
14930	fortis	male	2	1989	Early	15.6	65	18.5	11.2	9.9	9	-1.254695228	1.056771664	-0.779186188
14961	fortis	female	2	1989	Early	17.13	66.34	18.8	11.84	10.02	8.98	-0.507968083	1.312280252	-0.466211787
14993	fortis	male	2	1989	Early	19.2	70	19.2	12.3	10.7	10	0.829825294	2.924748644	-0.983836615
15014	fortis	female	2	1989	Early	13.73	62.34	17.9	11.04	8.02	9.58	-2.470764593	0.147247839	-0.39214736
15019	fortis	female	2	1989	Early	14	63	18.6	9.3	8.2	7.8	-1.929132695	-1.908413681	-0.554165725
15037	fortis	male	2	1989	Early	16.6	68	20.1	12	10.4	9.4	0.338319961	2.042994736	-0.735785772
15054	fortis	female	2	1989	Early	14.6	67	20.1	10.3	9	8.5	-0.300819166	-0.354085447	-0.667740281
15056	fortis	female	2	1989	Early	15.3	65	19.2	10.8	9.2	8.5	-0.96232854	-0.059707882	-0.473628502
15066	fortis	male	2	1989	Early	18.3	69	20.3	11.4	9.1	8.7	1.011687681	0.22769396	-0.201090407
15106	fortis	female	2	1989	Early	15.45	63.5	18.95	10	8.25	8.45	-1.325326495	-1.052096655	-0.506124336
15124	fortis	male	2	1989	Early	18.9	70	19.6	11.7	9.9	8.84	0.967309125	1.04877566	-0.42664786
15125	fortis	male	2	1989	Early	17.7	68	19	10.6	9.2	8.3	0.023513851	-0.307188571	-0.48615572
15127	fortis	male	2	1989	Early	14.33	66.34	18	9.24	8.42	7.08	-1.565237734	-2.443864084	-0.325314068
15152	fortis	male	2	1989	Early	14.83	65.34	19.8	10.94	9.42	8.48	-0.699857664	0.127093411	-0.475598328
15154	fortis	male	2	1989	Early	13.3	66	17.95	9.4	7.95	7.8	-1.888889934	-2.067686096	-0.398538669
15170	fortis	female	2	1989	Early	17.43	65.34	19.1	12.84	10.72	9.38	-0.463020066	2.506522458	-0.393499639
15172	fortis	female	2	1989	Early	15.83	66.34	19.1	11.84	9.72	8.88	-0.652200692	0.99165578	-0.296709598
15183	fortis	male	2	1989	Early	19.6	66	19	11.2	10.1	9	0.102759636	1.207218511	-0.859741154
15214	fortis	female	2	1989	Early	14	62	17.3	9.5	8.1	7.9	-2.779253233	-1.831110615	-0.452691285
15220	fortis	male	2	1989	Early	18.03	69.34	20.4	10.24	8.82	8.58	1.062038224	-0.430795935	-0.667136613
15223	fortis	female	2	1989	Early	15.5	68	18.9	11.6	8.9	8.7	-0.534309172	0.1348194	-0.010668743
15230	fortis	female	2	1989	Early	15.53	67	19.07	10.1	9.03	8.57	-0.618601042	-0.322622767	-0.823759042
15238	fortis	female	2	1989	Early	16.7	67	19.6	10.4	9.4	8.4	-0.07577074	-0.119359811	-0.725247124
15244	fortis	female	2	1989	Early	15.7	67	18.15	11.15	8.8	8.85	-1.05446004	0.072489632	-0.29059594
15245	fortis	male	2	1989	Early	15	64.5	18.45	9.85	8.7	8.3	-1.508043074	-0.899201767	-0.696768422
15249	fortis	female	2	1989	Early	16.6	65	19.3	11.7	10.1	9.1	-0.611585454	1.44610343	-0.63374415
15262	fortis	female	2	1989	Early	13.03	65.34	18	9.94	8.62	8.28	-2.043314687	-0.952463816	-0.605372473
15277	fortis	male	2	1989	Early	15.5	65.5	18.95	9.95	7.9	7.4	-0.95589908	-2.326790821	0.118412452
15285	fortis	female	2	1989	Early	11.93	58.84	17.55	9.34	7.92	7.28	-3.691986341	-2.601286655	-0.166332785
15289	fortis	male	2	1989	Early	17.3	70	19.35	11.15	9.3	8.3	0.470097965	-0.073641357	-0.224299784
15317	fortis	male	2	1989	Early	18.43	69.34	20.2	11.84	10.12	9.58	1.050818514	1.957228882	-0.798507711
15333	fortis	female	2	1989	Early	16	66	17.5	10.5	9.1	8.5	-1.499974406	-0.221289736	-0.598151066
15342	fortis	female	2	1989	Early	15.2	63	18.1	10	8.6	8.4	-1.911164208	-0.836291773	-0.622760656
15353	fortis	male	2	1989	Early	15.9	70	18.8	11.3	8	8	-0.13597829	-1.29322925	0.527716737
15359	fortis	male	2	1989	Early	13.73	67.34	20.4	11.04	9.12	8.48	-0.285266676	-0.069790716	-0.299832531
15377	fortis	male	2	1989	Early	14.73	66.34	18.3	10.94	9.82	8.88	-1.318319348	0.80780391	-0.831387221
15385	fortis	female	2	1989	Early	15.8	67	18.9	11.1	9.8	9.4	-0.644244013	1.332578901	-0.988521015
15420	fortis	male	2	1989	Early	16	68	19.9	9.7	8.8	8.1	0.09701143	-1.057065961	-0.722106448
15430	fortis	female	2	1989	Early	13.93	66.34	18	10.94	8.82	8.18	-1.657273262	-0.609109733	-0.087924211
15433	fortis	female	2	1989	Early	14.5	66	18.9	11.3	9.9	8.9	-1.122320966	0.990603606	-0.675583099
15450	fortis	female	2	1989	Early	15.2	66	18.3	10.9	9.2	8.5	-1.271024508	-0.030921738	-0.418695154
15464	fortis	female	2	1989	Early	14.5	65	17.95	9.45	8.65	8.1	-1.791744837	-1.241866456	-0.799023595
15465	fortis	male	2	1989	Early	14.73	66.34	18.9	10.74	9.02	8.48	-1.008553632	-0.23137257	-0.424355095
15478	fortis	male	2	1989	Early	16.93	70	19.63	11.1	9.77	9.07	0.529522435	0.99666301	-0.815827627
15490	fortis	female	2	1989	Early	15	66.5	17.3	9.45	8.25	8.3	-1.743837721	-1.352851747	-0.735253144
15601	fortis	female	2	1989	Early	16.7	66	20	10.9	9.2	8.7	-0.04822175	0.158986665	-0.516034634
15607	fortis	female	2	1989	Early	14.8	64	19	11	9.7	9	-1.359589675	0.848752529	-0.80849792
15612	fortis	male	2	1989	Early	19	71	20.5	11.9	9.6	9.2	1.633928068	1.222512802	-0.371159778
15621	fortis	female	2	1989	Early	15.8	66.67	19.53	11.6	9.8	9.03	-0.378047303	1.125179075	-0.533776232
15653	fortis	female	2	1989	Early	16.83	68.34	18.6	11.84	9.92	9.18	-0.322326994	1.42696523	-0.523273784
15667	fortis	male	2	1989	Early	15.13	64.34	19.8	10.84	9.62	8.88	-0.809792505	0.628570919	-0.805765604
15695	fortis	female	2	1989	Early	12.5	62	17.9	9.5	7.5	7.35	-2.814620748	-2.804699263	0.056657183
15726	fortis	female	2	1989	Early	13.13	62.34	17.1	9.04	7.42	6.98	-3.02183884	-3.348624807	0.016263803
15749	fortis	female	2	1989	Early	15.3	67	18.5	11	10	9.4	-0.965798901	1.454239604	-1.124009329
15772	fortis	female	2	1989	Early	16.63	66.34	19.5	11.04	9.22	8.88	-0.261619158	0.385249513	-0.534788974
15788	fortis	female	2	1989	Early	16.4	66	18.5	10.75	9.35	8.7	-0.891662685	0.228642584	-0.658850882
15795	fortis	male	2	1989	Early	20.1	68	20.5	11.8	8.9	8.7	1.350141309	0.192391688	0.099197955
15873	fortis	male	2	1989	Early	13.8	66	18.7	10	8	7.8	-1.386638379	-1.857357521	-0.089077317
15879	fortis	male	2	1989	Early	13.45	64.5	18.55	9.85	8.4	7.5	-1.813053126	-1.884505647	-0.186578052
15885	fortis	male	2	1989	Early	16.1	68	19	10.8	9.5	8.9	-0.344628261	0.545779194	-0.789139912
15897	fortis	male	2	1989	Early	17.1	68	19.7	11.6	10.1	9.2	0.246853894	1.512271488	-0.737347239
15929	fortis	male	2	1989	Early	15.6	68	18.5	11.6	9.45	8.7	-0.717810767	0.548548229	-0.232194899
15939	fortis	female	2	1989	Early	17.4	66	18	10.5	9.5	8.9	-0.919711962	0.459420762	-0.953939958
15944	fortis	female	2	1989	Early	14.77	66.7	17.95	10.8	8.3	8.2	-1.425386327	-1.021581296	0.034878064
15948	fortis	male	2	1989	Early	18.6	69	19.9	11.6	10.8	9.7	0.87420385	2.513606458	-1.26263832
15950	fortis	female	2	1989	Early	16.4	67	19.5	10.6	9.35	8.35	-0.196425006	-0.146876336	-0.570906814
15979	fortis	male	2	1989	Early	15.43	67.34	19.6	11.04	9.82	8.98	-0.307136636	0.931544255	-0.825123612
15995	fortis	female	2	1989	Early	13.83	64.34	18	9.94	8.52	8.28	-2.038205118	-1.02768724	-0.565094991
16007	fortis	male	2	1989	Early	15.13	67.34	20.3	10.04	8.22	8.18	-0.014769947	-1.319525568	-0.340659453
16027	fortis	female	2	1989	Early	13.7	64	18.15	10.25	8	8.05	-2.051522141	-1.548006659	-0.073418296
16173	fortis	male	2	1989	Early	16.47	67	20	11.13	9.7	9.63	0.077819308	1.484385984	-1.043703929
5685	fortis	female	2	1990	Early	13.85	64.5	18.5	9.8	8.55	8.05	-1.746831407	-1.263815477	-0.542144521
10081	fortis	male	2	1990	Early	17.1	70	19.95	10.9	9.5	8.5	0.733845916	0.194748533	-0.539527602
10826	fortis	male	2	1990	Early	15.75	69.5	19.6	11.2	9.4	9.65	0.153048598	1.297856854	-0.894152084
14478	fortis	male	2	1990	Early	15.75	68	18.85	10.9	8.95	8.65	-0.502600777	-0.076548995	-0.391006057
14687	fortis	male	2	1990	Early	15.5	66	20.4	11.5	9.5	8.8	-0.117817857	0.652327999	-0.35593673
14713	fortis	male	2	1990	Early	15.3	68	19	10.4	9.6	8.8	-0.528699317	0.410903841	-1.00048105
14761	fortis	male	2	1990	Early	20.9	68	19.9	10.9	8.8	8.6	1.224446649	-0.23686123	-0.306254962
14809	fortis	female	2	1990	Early	14.4	68	19.5	10.7	8.9	8.6	-0.477641159	-0.219210094	-0.456399143
14858	fortis	female	2	1990	Early	13.8	65	19.6	10.9	8.8	8.3	-1.100951293	-0.521723834	-0.160245742
14866	fortis	male	2	1990	Early	21.2	69	19.8	11.7	9.6	8.8	1.420807163	0.78512371	-0.286347515
14919	fortis	female	2	1990	Early	18.73	67.3	19.03	11.87	10.33	9.37	0.150720581	1.924430092	-0.764403966
14957	fortis	male	2	1990	Early	16.4	69	19.5	11.8	9.5	8.7	0.161497968	0.643732229	-0.142466943
15241	fortis	female	2	1990	Early	14.7	65	18.8	10.8	9	8.7	-1.306892309	-0.020246326	-0.490413017
15284	fortis	female	2	1990	Early	11.8	62	16.9	9.2	7.3	7.1	-3.491959114	-3.278890044	0.094086453
15288	fortis	female	2	1990	Early	17.8	66.5	18.75	10.95	8.35	8.25	-0.350988545	-0.893313268	0.072804476
15428	fortis	male	2	1990	Early	16.15	69.5	20.05	11.15	9.3	8.45	0.477408413	0.068789944	-0.297304394
15609	fortis	male	2	1990	Early	17.9	67	19.25	11.8	10.35	9.4	0.019639176	1.947810736	-0.825513729
15679	fortis	female	2	1990	Early	15.7	64	18.4	10	8.4	8.3	-1.462275453	-1.081692822	-0.49353595
15702	fortis	female	2	1990	Early	17.05	67.5	19.95	11.7	10.5	9	0.274937758	1.652042923	-0.746184341
15806	fortis	female	2	1990	Early	14.7	65	19	10	8.4	8.3	-1.20363707	-1.081692822	-0.49353595
15845	fortis	female	2	1990	Early	13.8	61	18.4	10.4	8.4	7.3	-2.436328672	-1.916090258	0.212894847
15951	fortis	female	2	1990	Early	16	67	18.6	11.5	10	8.4	-0.753109107	0.648628311	-0.362645184
4715	fortis	female	2	1991	Early	15.15	66	18.3	10.4	8.7	8.4	-1.282528949	-0.645923775	-0.443304743
5921	fortis	male	2	1991	Early	17.5	68.7	18.9	11.2	9.87	8.7	0.051141509	0.749342033	-0.621093723
13351	fortis	female	2	1991	Early	14.45	65.5	19	10	8.35	8.45	-1.171678532	-0.976873232	-0.546401819
13543	fortis	female	2	1991	Early	15.1	64	16.9	10.3	8.1	8.1	-2.374743034	-1.410913063	-0.110563974
14902	fortis	female	2	1991	Early	14.7	67	18	10	8.6	8.6	-1.361990289	-0.646383371	-0.720100136
15015	fortis	male	2	1991	Early	17	68	18.8	11.2	9.8	8.7	-0.240803561	0.696685637	-0.592899485
15309	fortis	male	2	1991	Early	15.9	69.25	18.95	11.45	10.12	9.23	-0.192757976	1.512623217	-0.842403681
15339	fortis	female	2	1991	Early	18.85	67	19.1	10.9	9.6	9	0.160782127	0.744742962	-0.823153786
15648	fortis	male	2	1991	Early	18	66	19.1	10.9	9.5	9.1	-0.213754857	0.76447374	-0.831546043
15761	fortis	female	2	1991	Early	16.3	69	19	11.3	8.6	8.3	-0.11964901	-0.557026106	0.14004262
16024	fortis	male	2	1991	Early	15.6	66	17.8	9	7.4	7.1	-1.437127076	-3.261238908	-0.056057728
16044	fortis	female	2	1991	Early	16	65	18.9	10.75	8.9	7.95	-0.956149223	-0.82201933	-0.112579157
5026	fortis	male	2	1992	Early	15.7	69	18.9	10.9	9.8	9	-0.309329921	0.895189809	-0.903708752
10213	fortis	male	2	1992	Early	15.35	69	18.25	10.7	9.2	8.65	-0.725440534	0.053937277	-0.601566462
14706	fortis	male	2	1992	Early	18	70	18.9	11.5	10.9	9.7	0.398835852	2.560043738	-1.357849151
14873	fortis	male	2	1992	Early	17.2	71	18.3	11.6	10.4	9.5	0.083960567	2.022804362	-1.004188908
15001	fortis	male	2	1992	Early	15.1	71	18.8	11.4	9.7	8.9	-0.141087859	0.868942903	-0.540094784
15041	fortis	male	2	1992	Early	16.6	70	19.3	11.1	9.5	8.8	0.283221981	0.537183424	-0.575670125
15651	fortis	female	2	1992	Early	19.7	68	18.8	12.8	11.2	10	0.380436253	3.44479648	-0.910557285
15734	fortis	male	2	1992	Early	15.8	69	19	10.9	9.5	9	-0.23469342	0.669519539	-0.782876303
15838	fortis	female	2	1992	Early	18.6	68	18.4	11.1	9.4	8.7	-0.079171926	0.367005799	-0.486722902
16028	fortis	male	2	1992	Early	17.05	72.5	19.55	11.1	9.65	8.9	0.963234716	0.74497276	-0.68475609
16093	fortis	female	2	1992	Early	14.8	65	18.7	10.5	8.4	7.6	-1.335511046	-1.602441511	0.121818975
16095	fortis	male	2	1992	Early	14	66.5	18.85	10	8.15	7.9	-1.173698443	-1.649568185	-0.198163282
16096	fortis	female	2	1992	Early	14.8	64	18.1	10.6	8.8	8	-1.824238249	-0.892944869	-0.179036568
16141	fortis	male	2	1992	Early	17.8	68	19.3	11.6	10.6	9.2	0.201405591	1.888388605	-0.938734653
16143	fortis	male	2	1992	Early	17.2	68	18.3	11.4	10.1	8.9	-0.452923894	1.169836597	-0.701204716
16145	fortis	female	2	1992	Early	16.5	67	19.5	10.8	9.4	8.7	-0.173416124	0.280647368	-0.651522949
16146	fortis	female	2	1992	Early	19.3	68.5	19.7	11.2	10.1	9.3	0.842530042	1.492081114	-1.005750374
16148	fortis	female	2	1992	Early	15.8	67	18.5	10.8	9.5	9	-0.85075449	0.640733395	-0.837809652
16149	fortis	female	2	1992	Early	16.2	65	18.2	11.5	9.8	9.4	-1.271524794	1.447723476	-0.768787619
16150	fortis	female	2	1992	Early	17.8	68	18.65	11.65	10.3	9.5	-0.134173934	1.96197401	-0.93644475
16167	fortis	male	2	1992	Early	15.5	68	19.15	10.55	8.85	8.6	-0.405240124	-0.300001022	-0.518660425
16176	fortis	male	2	1992	Early	14.8	70	18.5	10.9	9.6	8.8	-0.54395885	0.55483456	-0.725814306
16184	fortis	unknown	2	1992	Early	16	66	19.05	11.05	9.25	8.9	-0.699746307	0.429685994	-0.551112832
16190	fortis	male	2	1992	Early	14.1	70	19.2	10.7	9.2	8.8	-0.343627689	0.196368578	-0.674571072
16197	fortis	male	2	1992	Early	14.9	66	19.3	10.7	9.2	8.8	-0.823774961	0.196368578	-0.674571072
16301	fortis	male	2	1992	Early	18.4	69	18.7	10.4	9.1	9	0.208654654	0.224695126	-0.896433116
16306	fortis	male	2	1992	Early	18.3	71	19.7	11.3	10.2	9.3	1.059844939	1.596090681	-0.991094508
16309	fortis	unknown	2	1992	Early	14	69	18.2	10.9	8.6	7.9	-1.061874251	-1.051987486	0.114988185
16310	fortis	male	2	1992	Early	16.2	70	18.8	11	9	8.3	-0.066951644	-0.342490843	-0.185867359
16315	fortis	male	2	1992	Early	16.1	66	18.7	10.9	8.8	8.6	-0.857434093	-0.23686123	-0.306254962
16316	fortis	unknown	2	1992	Early	13.1	64	17.5	10.8	8.1	8.1	-2.525154959	-1.266982344	0.16410277
16331	fortis	male	2	1992	Early	16.7	69	18.5	10.9	9.8	8.8	-0.285751578	0.705281407	-0.806369271
16333	fortis	male	2	1992	Early	15	68	18	10.2	9.1	8.4	-1.114002156	-0.402602369	-0.714281373
16336	fortis	male	2	1992	Early	20.3	73	21	12.5	9.9	9	2.549104604	1.430991532	-0.065052653
16337	fortis	male	2	1992	Early	18	70	20.7	11.3	9.2	8.5	1.328132999	0.084222837	-0.198961758
16341	fortis	male	2	1992	Early	17.8	70	18.7	10.3	9.5	9.3	0.249562849	0.78166528	-1.258485617
16344	fortis	male	2	1992	Early	15.55	69.5	18.35	9.4	8.5	8.7	-0.538314407	-0.799369456	-1.058092486
16356	fortis	male	2	1992	Early	16.75	69.5	19.05	11.05	9.4	8.95	0.099185512	0.58999823	-0.635863927
16360	fortis	male	2	1992	Early	15.4	67	18.9	10.7	9.4	9.1	-0.736279541	0.631678029	-0.901135258
16367	fortis	unknown	2	1992	Early	12.9	66	18.1	9.7	8.6	8.4	-1.903484033	-0.922650205	-0.787560702
16385	fortis	male	2	1992	Early	14.8	68.5	18	10.8	8.8	8.8	-1.070539176	-0.075738972	-0.458527791
16386	fortis	female	2	1992	Early	12.8	67	17.07	9.53	8.27	7.97	-2.279295907	-1.628127012	-0.538751819
16387	fortis	unknown	2	1992	Early	15.7	68	19.1	11.9	10.3	9.3	-0.38503617	1.844030967	-0.701771898
16391	fortis	male	2	1992	Early	15.2	67	18.3	10.6	9.2	8.4	-1.092063021	-0.21223437	-0.53482546
16394	fortis	male	2	1992	Early	15.4	70	19.1	10.8	9.6	9	-0.096139842	0.715956818	-0.878087135
16395	fortis	female	2	1992	Early	14.5	65.5	19	11.05	9.8	8.7	-1.160174091	0.653506421	-0.675299508
16396	fortis	female	2	1992	Early	17.6	68	19.7	12.5	10.3	9.7	0.361898304	2.396564634	-0.566850766
16507	fortis	unknown	2	1992	Early	15.6	68	19.4	10.9	10.1	8.8	-0.253162194	0.930951677	-0.92720172
16511	fortis	male	2	1992	Early	16	69	19.4	10.7	9.3	9	0.017834821	0.461500404	-0.812188035
16549	fortis	male	2	1992	Early	14.7	68	19.8	10.6	9	8.7	-0.253731655	-0.077818614	-0.600279715
16551	fortis	female	2	1992	Early	14.3	66	18.1	11.1	9	8.6	-1.581359685	-0.028842096	-0.27694323
16554	fortis	female	2	1992	Early	16.1	68	19.7	10.9	10.4	9.5	0.016765074	1.821301356	-1.38872235
16559	fortis	male	2	1992	Early	15.3	67	19.3	11.3	9.9	9.1	-0.552777946	1.180512009	-0.772922579
16560	fortis	male	2	1992	Early	18	67	19.1	11.6	9.6	9	-0.03479337	0.946245968	-0.438620344
16564	fortis	female	2	1992	Early	14.9	67	20.2	12.1	10.3	9.7	-0.180164901	2.281420059	-0.786584161
16566	fortis	female	2	1992	Early	15	65	18.5	12	10.2	9.9	-1.392748521	2.367318895	-0.898579507
16579	fortis	male	2	1992	Early	17.4	70	19.3	11.8	10.4	9.5	0.467293037	2.080376649	-0.89432221
16580	fortis	male	2	1992	Early	15.7	68	19.1	11.3	9.3	8.7	-0.38503617	0.349354663	-0.336578721
16594	fortis	female	2	1992	Early	16.1	68	18.9	11.5	9.9	9.6	-0.39625588	1.712855302	-0.906404582
16595	fortis	male	2	1992	Early	17.5	71	18.6	11.9	10.3	9.5	0.307870071	2.03393937	-0.799111378
16598	fortis	female	2	1992	Early	15.9	62	19.3	9.9	8.8	8.2	-1.309532089	-0.904539473	-0.66090949
16805	fortis	male	2	1992	Early	16.7	72	18.6	11.3	9.5	9.3	0.302760502	1.069526717	-0.709152128
16807	fortis	male	2	1992	Early	11.3	65	18.9	9.7	7.5	7.5	-2.037566678	-2.604695673	0.093519271
16808	fortis	male	2	1992	Early	16.65	69.5	19.7	11.15	9.45	9	0.411756156	0.703873186	-0.625404189
16810	fortis	male	2	1992	Early	15.85	67.5	18.95	10.65	9.1	8.6	-0.517445019	-0.083156319	-0.564420783
16815	fortis	unknown	2	1992	Early	14.7	65	18	10.3	8.9	8.2	-1.719913263	-0.714171474	-0.481453578
16817	fortis	male	2	1992	Early	15.6	68	18.8	11.7	9.7	9.3	-0.56292791	1.335118139	-0.569973698
16818	fortis	female	2	1992	Early	15.9	69	20	11.3	10.1	8.9	0.304591655	1.141050453	-0.756138065
16833	fortis	male	2	1992	Early	16.2	71	19.7	11.8	9.4	9	0.576658417	0.853371409	-0.24819868
16834	fortis	male	2	1992	Early	16.55	69	20.1	11.55	9	9	0.505777007	0.480512356	-0.224422121
16840	fortis	unknown	2	1992	Early	14.7	66	19.9	10.9	9	8.4	-0.56002701	-0.276322786	-0.289470448
16858	fortis	male	2	1992	Early	17.4	70	18.5	11.5	9.4	9	0.054272083	0.767012978	-0.412998727
16861	fortis	male	2	1992	Early	14.4	68	20	10.1	8.7	8	-0.219503062	-1.112099011	-0.413425829
16869	fortis	male	2	1992	Early	17.65	70	19.75	11.75	9.65	9.4	0.757139529	1.4068537	-0.571038023
16875	fortis	male	2	1992	Early	15.4	66	19.2	10.1	8.1	7.9	-0.760358171	-1.658393753	-0.123091192
16889	fortis	female	2	1992	Early	12.65	62.5	18.2	9.55	7.8	7.75	-2.535743823	-2.184819116	-0.231387551
16891	fortis	unknown	2	1992	Early	13.6	63	18.3	9.7	8	8	-2.176051081	-1.75380755	-0.351216844
16895	fortis	unknown	2	1992	Early	13.9	67	19.6	10	8.3	8.2	-0.720019437	-1.251870446	-0.404588727
17010	fortis	unknown	2	1992	Early	15.2	69	18.7	11.3	8.9	8.5	-0.52762957	-0.141447433	-0.078129309
17013	fortis	male	2	1992	Early	15.7	70	18.8	11	9.3	9	-0.181996054	0.547858835	-0.647387988
17033	fortis	female	2	1992	Early	15	67	19.1	10.6	9.3	8.8	-0.725059831	0.242805858	-0.769781903
17037	fortis	female	2	1992	Early	15.2	65.3	19.2	10.77	9.03	8.87	-0.931648975	0.155107	-0.601714825
17048	fortis	unknown	2	1992	Early	12.8	66	18.1	10	8.3	8	-1.926492915	-1.441778849	-0.307249246
17057	fortis	male	2	1992	Early	17.1	70	19.5	12.3	10.1	9.7	0.50152163	2.1885455	-0.596162497
17061	fortis	male	2	1992	Early	18.6	72	18.8	10.7	10	9.15	0.843184499	1.13049567	-1.167135025
17063	fortis	male	2	1992	Early	14.7	69.5	18.6	9.85	8.6	8.2	-0.604820856	-1.069379391	-0.607821199
17070	fortis	male	2	1992	Early	14.7	69	20	10.6	9.2	8.9	0.028485071	0.262536636	-0.778174161
17073	fortis	female	2	1992	Early	14	64.5	18.57	10.6	8.53	8.37	-1.676178751	-0.744717568	-0.250365403
17075	fortis	female	2	1992	Early	16.6	65	18.8	10.7	9	8.6	-0.86972355	-0.143986671	-0.496676626
17083	fortis	male	2	1992	Early	16.9	70	18.7	10.4	9.6	9	0.042482911	0.600812243	-1.09782053
17095	fortis	female	2	1992	Early	15.6	64	18.1	10.7	8.9	8.2	-1.640167193	-0.599026899	-0.261720182
17109	fortis	female	2	1992	Early	15.2	60	18.2	10	9	8.5	-2.396421049	-0.440443878	-0.832540327
17113	fortis	unknown	2	1992	Early	15.8	65	18.4	9.7	8.6	8.2	-1.260305084	-1.112558607	-0.690221222
17114	fortis	male	2	1992	Early	15.3	65	18.6	10.5	8.6	8.45	-1.272094255	-0.644883954	-0.372428782
17116	fortis	male	2	1992	Early	16.8	69	19.7	10.7	9.3	8.7	0.356788735	0.176637801	-0.666178814
17136	fortis	unknown	2	1992	Early	17.3	66	18.5	11	9.1	8.8	-0.684582747	0.207503586	-0.469493542
17145	fortis	male	2	1992	Early	17.3	68	19.2	11	9.9	9.4	0.034733562	1.379016181	-1.083731846
17179	fortis	male	2	1992	Early	13.87	67.7	19.17	9.73	8.37	7.87	-0.823647823	-1.590285502	-0.420492864
17193	fortis	male	2	1992	Early	14.5	65	19.1	10.3	8.3	8.2	-1.198027215	-1.165512015	-0.23978868
17194	fortis	female	2	1992	Early	18.05	69	19.6	11.75	10.1	9.2	0.592772141	1.555450704	-0.654947215
17198	fortis	unknown	2	1992	Early	16.4	67	19	10.9	9.3	9.1	-0.454563102	0.614026893	-0.750991077
17301	fortis	male	2	1992	Early	15.5	68	19.6	9.4	9.2	8.8	-0.172915837	-0.17785129	-1.388704607
17307	fortis	male	2	1992	Early	12.2	67	17.4	8.8	8	7.7	-2.246978055	-2.297745447	-0.699607764
17310	fortis	female	2	1992	Early	11.7	67	17.9	8.9	7.9	8.1	-2.103884369	-1.964365922	-0.799075892
17311	fortis	unknown	2	1992	Early	17.4	68	19.3	10.8	8.7	8.7	0.109370063	-0.245916596	-0.369580568
17344	fortis	unknown	2	1992	Early	15.7	69	18.7	10.6	9.6	8.4	-0.41258516	0.088659324	-0.695935392
17360	fortis	male	2	1992	Early	14	70	19.2	11.1	9.8	9.1	-0.366636571	1.047716298	-0.842511794
17379	fortis	female	2	1992	Early	13.2	67	17.8	10.6	8.6	8.5	-1.810378758	-0.56862071	-0.341830303
17381	fortis	unknown	2	1992	Early	14.8	69	18.5	10.9	8.5	8.6	-0.722920337	-0.462531501	-0.185422513
17384	fortis	male	2	1992	Early	16.1	67	18.4	11.5	10.3	9.7	-0.833355464	2.108703197	-1.116184254
17410	fortis	male	2	1992	Early	18.5	67	20	11.8	10.4	9.7	0.544899613	2.270285052	-0.99166169
17415	fortis	male	2	1992	Early	14.47	67	18.47	10.13	8.7	8.65	-1.172260907	-0.48626086	-0.713299135
